fecha;valor
2018-11-22;27.503,51
2018-11-23;27.507,17
2018-11-24;27.510,83
2018-11-25;27.514,49
2018-11-26;27.518,15
2018-11-27;27.521,81
2018-11-28;27.525,47
2018-11-29;27.529,14
2018-11-30;27.532,80
2018-12-01;27.536,46
2018-12-02;27.540,13
2018-12-03;27.543,79
2018-12-04;27.547,46
2018-12-05;27.551,13
2018-12-06;27.554,79
2018-12-07;27.558,46
2018-12-08;27.562,13
2018-12-09;27.565,79
2018-12-10;27.565,79
2018-12-11;27.565,79
2018-12-12;27.565,79
2018-12-13;27.565,79
2018-12-14;27.565,79
2018-12-15;27.565,79
2018-12-16;27.565,79
2018-12-17;27.565,79
2018-12-18;27.565,79
2018-12-19;27.565,79
2018-12-20;27.565,79
2018-12-21;27.565,79
2018-12-22;27.565,79
2018-12-23;27.565,79
2018-12-24;27.565,79
2018-12-25;27.565,79
2018-12-26;27.565,79
2018-12-27;27.565,79
2018-12-28;27.565,79
2018-12-29;27.565,79
2018-12-30;27.565,79
2018-12-31;27.565,79
2019-01-01;27.565,79
2019-01-02;27.565,79
2019-01-03;27.565,79
2019-01-04;27.565,79
2019-01-05;27.565,79
2019-01-06;27.565,79
2019-01-07;27.565,79
2019-01-08;27.565,79
2019-01-09;27.565,79
2019-01-10;27.564,90
2019-01-11;27.564,01
2019-01-12;27.563,12
2019-01-13;27.562,23
2019-01-14;27.561,34
2019-01-15;27.560,45
2019-01-16;27.559,56
2019-01-17;27.558,67
2019-01-18;27.557,78
2019-01-19;27.556,89
2019-01-20;27.556,01
2019-01-21;27.555,12
2019-01-22;27.554,23
2019-01-23;27.553,34
2019-01-24;27.552,45
2019-01-25;27.551,56
2019-01-26;27.550,67
2019-01-27;27.549,78
2019-01-28;27.548,89
2019-01-29;27.548,00
2019-01-30;27.547,11
2019-01-31;27.546,22
2019-02-01;27.545,34
2019-02-02;27.544,45
2019-02-03;27.543,56
2019-02-04;27.542,67
2019-02-05;27.541,78
2019-02-06;27.540,89
2019-02-07;27.540,00
2019-02-08;27.539,11
2019-02-09;27.538,22
2019-02-10;27.539,20
2019-02-11;27.540,19
2019-02-12;27.541,17
2019-02-13;27.542,15
2019-02-14;27.543,14
2019-02-15;27.544,12
2019-02-16;27.545,10
2019-02-17;27.546,09
2019-02-18;27.547,07
2019-02-19;27.548,05
2019-02-20;27.549,04
2019-02-21;27.550,02
2019-02-22;27.551,00
2019-02-23;27.551,99
2019-02-24;27.552,97
2019-02-25;27.553,95
2019-02-26;27.554,94
2019-02-27;27.555,92
2019-02-28;27.556,90
2019-03-01;27.557,89
2019-03-02;27.558,87
2019-03-03;27.559,85
2019-03-04;27.560,84
2019-03-05;27.561,82
2019-03-06;27.562,81
2019-03-07;27.563,79
2019-03-08;27.564,77
2019-03-09;27.565,76
2019-03-10;27.565,76
2019-03-11;27.565,76
2019-03-12;27.565,76
2019-03-13;27.565,76
2019-03-14;27.565,76
2019-03-15;27.565,76
2019-03-16;27.565,76
2019-03-17;27.565,76
2019-03-18;27.565,76
2019-03-19;27.565,76
2019-03-20;27.565,76
2019-03-21;27.565,76
2019-03-22;27.565,76
2019-03-23;27.565,76
2019-03-24;27.565,76
2019-03-25;27.565,76
2019-03-26;27.565,76
2019-03-27;27.565,76
2019-03-28;27.565,76
2019-03-29;27.565,76
2019-03-30;27.565,76
2019-03-31;27.565,76
2019-04-01;27.565,76
2019-04-02;27.565,76
2019-04-03;27.565,76
2019-04-04;27.565,76
2019-04-05;27.565,76
2019-04-06;27.565,76
2019-04-07;27.565,76
2019-04-08;27.565,76
2019-04-09;27.565,76
2019-04-10;27.570,34
2019-04-11;27.574,93
2019-04-12;27.579,51
2019-04-13;27.584,10
2019-04-14;27.588,68
2019-04-15;27.593,27
2019-04-16;27.597,86
2019-04-17;27.602,45
2019-04-18;27.607,04
2019-04-19;27.611,63
2019-04-20;27.616,22
2019-04-21;27.620,81
2019-04-22;27.625,40
2019-04-23;27.629,99
2019-04-24;27.634,59
2019-04-25;27.639,18
2019-04-26;27.643,78
2019-04-27;27.648,37
2019-04-28;27.652,97
2019-04-29;27.657,57
2019-04-30;27.662,17
2019-05-01;27.666,77
2019-05-02;27.671,37
2019-05-03;27.675,97
2019-05-04;27.680,57
2019-05-05;27.685,17
2019-05-06;27.689,77
2019-05-07;27.694,38
2019-05-08;27.698,98
2019-05-09;27.703,59
2019-05-10;27.706,27
2019-05-11;27.708,94
2019-05-12;27.711,62
2019-05-13;27.714,30
2019-05-14;27.716,98
2019-05-15;27.719,66
2019-05-16;27.722,34
2019-05-17;27.725,01
2019-05-18;27.727,69
2019-05-19;27.730,37
2019-05-20;27.733,05
2019-05-21;27.735,73
2019-05-22;27.738,41
2019-05-23;27.741,09
2019-05-24;27.743,77
2019-05-25;27.746,45
2019-05-26;27.749,14
2019-05-27;27.751,82
2019-05-28;27.754,50
2019-05-29;27.757,18
2019-05-30;27.759,86
2019-05-31;27.762,55
2019-06-01;27.765,23
2019-06-02;27.767,91
2019-06-03;27.770,60
2019-06-04;27.773,28
2019-06-05;27.775,96
2019-06-06;27.778,65
2019-06-07;27.781,33
2019-06-08;27.784,02
2019-06-09;27.786,70
2019-06-10;27.792,24
2019-06-11;27.797,78
2019-06-12;27.803,33
2019-06-13;27.808,87
2019-06-14;27.814,42
2019-06-15;27.819,96
2019-06-16;27.825,51
2019-06-17;27.831,06
2019-06-18;27.836,61
2019-06-19;27.842,16
2019-06-20;27.847,71
2019-06-21;27.853,27
2019-06-22;27.858,82
2019-06-23;27.864,38
2019-06-24;27.869,94
2019-06-25;27.875,49
2019-06-26;27.881,05
2019-06-27;27.886,61
2019-06-28;27.892,17
2019-06-29;27.897,74
2019-06-30;27.903,30
2019-07-01;27.908,86
2019-07-02;27.914,43
2019-07-03;27.920,00
2019-07-04;27.925,56
2019-07-05;27.931,13
2019-07-06;27.936,70
2019-07-07;27.942,27
2019-07-08;27.947,85
2019-07-09;27.953,42
2019-07-10;27.953,42
2019-07-11;27.953,42
2019-07-12;27.953,42
2019-07-13;27.953,42
2019-07-14;27.953,42
2019-07-15;27.953,42
2019-07-16;27.953,42
2019-07-17;27.953,42
2019-07-18;27.953,42
2019-07-19;27.953,42
2019-07-20;27.953,42
2019-07-21;27.953,42
2019-07-22;27.953,42
2019-07-23;27.953,42
2019-07-24;27.953,42
2019-07-25;27.953,42
2019-07-26;27.953,42
2019-07-27;27.953,42
2019-07-28;27.953,42
2019-07-29;27.953,42
2019-07-30;27.953,42
2019-07-31;27.953,42
2019-08-01;27.953,42
2019-08-02;27.953,42
2019-08-03;27.953,42
2019-08-04;27.953,42
2019-08-05;27.953,42
2019-08-06;27.953,42
2019-08-07;27.953,42
2019-08-08;27.953,42
2019-08-09;27.953,42
2019-08-10;27.955,22
2019-08-11;27.957,02
2019-08-12;27.958,83
2019-08-13;27.960,63
2019-08-14;27.962,43
2019-08-15;27.964,23
2019-08-16;27.966,03
2019-08-17;27.967,84
2019-08-18;27.969,64
2019-08-19;27.971,44
2019-08-20;27.973,25
2019-08-21;27.975,05
2019-08-22;27.976,85
2019-08-23;27.978,65
2019-08-24;27.980,46
2019-08-25;27.982,26
2019-08-26;27.984,06
2019-08-27;27.985,87
2019-08-28;27.987,67
2019-08-29;27.989,48
2019-08-30;27.991,28
2019-08-31;27.993,08
2019-09-01;27.994,89
2019-09-02;27.996,69
2019-09-03;27.998,50
2019-09-04;28.000,30
2019-09-05;28.002,11
2019-09-06;28.003,91
2019-09-07;28.005,72
2019-09-08;28.007,52
2019-09-09;28.009,33
2019-09-10;28.011,20
2019-09-11;28.013,06
2019-09-12;28.014,93
2019-09-13;28.016,79
2019-09-14;28.018,66
2019-09-15;28.020,52
2019-09-16;28.022,39
2019-09-17;28.024,26
2019-09-18;28.026,12
2019-09-19;28.027,99
2019-09-20;28.029,86
2019-09-21;28.031,72
2019-09-22;28.033,59
2019-09-23;28.035,46
2019-09-24;28.037,33
2019-09-25;28.039,19
2019-09-26;28.041,06
2019-09-27;28.042,93
2019-09-28;28.044,80
2019-09-29;28.046,66
2019-09-30;28.048,53
2019-10-01;28.050,40
2019-10-02;28.052,27
2019-10-03;28.054,14
2019-10-04;28.056,00
2019-10-05;28.057,87
2019-10-06;28.059,74
2019-10-07;28.061,61
2019-10-08;28.063,48
2019-10-09;28.065,35
2019-10-10;28.065,35
2019-10-11;28.065,35
2019-10-12;28.065,35
2019-10-13;28.065,35
2019-10-14;28.065,35
2019-10-15;28.065,35
2019-10-16;28.065,35
2019-10-17;28.065,35
2019-10-18;28.065,35
2019-10-19;28.065,35
2019-10-20;28.065,35
2019-10-21;28.065,35
2019-10-22;28.065,35
2019-10-23;28.065,35
2019-10-24;28.065,35
2019-10-25;28.065,35
2019-10-26;28.065,35
2019-10-27;28.065,35
2019-10-28;28.065,35
2019-10-29;28.065,35
2019-10-30;28.065,35
2019-10-31;28.065,35
2019-11-01;28.065,35
2019-11-02;28.065,35
2019-11-03;28.065,35
2019-11-04;28.065,35
2019-11-05;28.065,35
2019-11-06;28.065,35
2019-11-07;28.065,35
2019-11-08;28.065,35
2019-11-09;28.065,35
2019-11-10;28.072,81
2019-11-11;28.080,26
2019-11-12;28.087,72
2019-11-13;28.095,18
2019-11-14;28.102,65
2019-11-15;28.110,11
2019-11-16;28.117,58
2019-11-17;28.125,05
2019-11-18;28.132,52
2019-11-19;28.139,99
2019-11-20;28.147,47
2019-11-21;28.154,94
2019-11-22;28.162,42
2019-11-23;28.169,90
2019-11-24;28.177,39
2019-11-25;28.184,87
2019-11-26;28.192,36
2019-11-27;28.199,85
2019-11-28;28.207,34
2019-11-29;28.214,83
2019-11-30;28.222,33
2019-12-01;28.229,83
2019-12-02;28.237,32
2019-12-03;28.244,83
2019-12-04;28.252,33
2019-12-05;28.259,83
2019-12-06;28.267,34
2019-12-07;28.274,85
2019-12-08;28.282,36
2019-12-09;28.289,87
2019-12-10;28.290,78
2019-12-11;28.291,69
2019-12-12;28.292,61
2019-12-13;28.293,52
2019-12-14;28.294,43
2019-12-15;28.295,34
2019-12-16;28.296,26
2019-12-17;28.297,17
2019-12-18;28.298,08
2019-12-19;28.298,99
2019-12-20;28.299,91
2019-12-21;28.300,82
2019-12-22;28.301,73
2019-12-23;28.302,64
2019-12-24;28.303,56
2019-12-25;28.304,47
2019-12-26;28.305,38
2019-12-27;28.306,29
2019-12-28;28.307,21
2019-12-29;28.308,12
2019-12-30;28.309,03
2019-12-31;28.309,94
2020-01-01;28.310,86
2020-01-02;28.311,77
2020-01-03;28.312,68
2020-01-04;28.313,60
2020-01-05;28.314,51
2020-01-06;28.315,42
2020-01-07;28.316,33
2020-01-08;28.317,25
2020-01-09;28.318,16
2020-01-10;28.319,07
2020-01-11;28.319,99
2020-01-12;28.320,90
2020-01-13;28.321,81
2020-01-14;28.322,73
2020-01-15;28.323,64
2020-01-16;28.324,55
2020-01-17;28.325,47
2020-01-18;28.326,38
2020-01-19;28.327,29
2020-01-20;28.328,21
2020-01-21;28.329,12
2020-01-22;28.330,03
2020-01-23;28.330,95
2020-01-24;28.331,86
2020-01-25;28.332,77
2020-01-26;28.333,69
2020-01-27;28.334,60
2020-01-28;28.335,51
2020-01-29;28.336,43
2020-01-30;28.337,34
2020-01-31;28.338,25
2020-02-01;28.339,17
2020-02-02;28.340,08
2020-02-03;28.341,00
2020-02-04;28.341,91
2020-02-05;28.342,82
2020-02-06;28.343,74
2020-02-07;28.344,65
2020-02-08;28.345,56
2020-02-09;28.346,48
2020-02-10;28.352,33
2020-02-11;28.358,18
2020-02-12;28.364,03
2020-02-13;28.369,88
2020-02-14;28.375,73
2020-02-15;28.381,59
2020-02-16;28.387,44
2020-02-17;28.393,30
2020-02-18;28.399,15
2020-02-19;28.405,01
2020-02-20;28.410,87
2020-02-21;28.416,73
2020-02-22;28.422,60
2020-02-23;28.428,46
2020-02-24;28.434,32
2020-02-25;28.440,19
2020-02-26;28.446,06
2020-02-27;28.451,93
2020-02-28;28.457,80
2020-02-29;28.463,67
2020-03-01;28.469,54
2020-03-02;28.475,41
2020-03-03;28.481,29
2020-03-04;28.487,16
2020-03-05;28.493,04
2020-03-06;28.498,92
2020-03-07;28.504,80
2020-03-08;28.510,68
2020-03-09;28.516,56
2020-03-10;28.520,23
2020-03-11;28.523,91
2020-03-12;28.527,58
2020-03-13;28.531,25
2020-03-14;28.534,93
2020-03-15;28.538,60
2020-03-16;28.542,28
2020-03-17;28.545,95
2020-03-18;28.549,63
2020-03-19;28.553,31
2020-03-20;28.556,98
2020-03-21;28.560,66
2020-03-22;28.564,34
2020-03-23;28.568,02
2020-03-24;28.571,70
2020-03-25;28.575,38
2020-03-26;28.579,06
2020-03-27;28.582,74
2020-03-28;28.586,42
2020-03-29;28.590,10
2020-03-30;28.593,78
2020-03-31;28.597,46
2020-04-01;28.601,15
2020-04-02;28.604,83
2020-04-03;28.608,51
2020-04-04;28.612,20
2020-04-05;28.615,88
2020-04-06;28.619,57
2020-04-07;28.623,25
2020-04-08;28.626,94
2020-04-09;28.630,63
2020-04-10;28.633,49
2020-04-11;28.636,35
2020-04-12;28.639,21
2020-04-13;28.642,07
2020-04-14;28.644,93
2020-04-15;28.647,79
2020-04-16;28.650,65
2020-04-17;28.653,51
2020-04-18;28.656,37
2020-04-19;28.659,23
2020-04-20;28.662,09
2020-04-21;28.664,96
2020-04-22;28.667,82
2020-04-23;28.670,68
2020-04-24;28.673,54
2020-04-25;28.676,41
2020-04-26;28.679,27
2020-04-27;28.682,13
2020-04-28;28.685,00
2020-04-29;28.687,86
2020-04-30;28.690,73
2020-05-01;28.693,59
2020-05-02;28.696,46
2020-05-03;28.699,32
2020-05-04;28.702,19
2020-05-05;28.705,05
2020-05-06;28.707,92
2020-05-07;28.710,79
2020-05-08;28.713,65
2020-05-09;28.716,52
2020-05-10;28.716,52
2020-05-11;28.716,52
2020-05-12;28.716,52
2020-05-13;28.716,52
2020-05-14;28.716,52
2020-05-15;28.716,52
2020-05-16;28.716,52
2020-05-17;28.716,52
2020-05-18;28.716,52
2020-05-19;28.716,52
2020-05-20;28.716,52
2020-05-21;28.716,52
2020-05-22;28.716,52
2020-05-23;28.716,52
2020-05-24;28.716,52
2020-05-25;28.716,52
2020-05-26;28.716,52
2020-05-27;28.716,52
2020-05-28;28.716,52
2020-05-29;28.716,52
2020-05-30;28.716,52
2020-05-31;28.716,52
2020-06-01;28.716,52
2020-06-02;28.716,52
2020-06-03;28.716,52
2020-06-04;28.716,52
2020-06-05;28.716,52
2020-06-06;28.716,52
2020-06-07;28.716,52
2020-06-08;28.716,52
2020-06-09;28.716,52
2020-06-10;28.715,56
2020-06-11;28.714,60
2020-06-12;28.713,65
2020-06-13;28.712,69
2020-06-14;28.711,73
2020-06-15;28.710,77
2020-06-16;28.709,82
2020-06-17;28.708,86
2020-06-18;28.707,90
2020-06-19;28.706,94
2020-06-20;28.705,99
2020-06-21;28.705,03
2020-06-22;28.704,07
2020-06-23;28.703,12
2020-06-24;28.702,16
2020-06-25;28.701,20
2020-06-26;28.700,24
2020-06-27;28.699,29
2020-06-28;28.698,33
2020-06-29;28.697,37
2020-06-30;28.696,42
2020-07-01;28.695,46
2020-07-02;28.694,50
2020-07-03;28.693,54
2020-07-04;28.692,59
2020-07-05;28.691,63
2020-07-06;28.690,67
2020-07-07;28.689,72
2020-07-08;28.688,76
2020-07-09;28.687,80
2020-07-10;28.686,87
2020-07-11;28.685,95
2020-07-12;28.685,02
2020-07-13;28.684,10
2020-07-14;28.683,17
2020-07-15;28.682,25
2020-07-16;28.681,32
2020-07-17;28.680,39
2020-07-18;28.679,47
2020-07-19;28.678,54
2020-07-20;28.677,62
2020-07-21;28.676,69
2020-07-22;28.675,77
2020-07-23;28.674,84
2020-07-24;28.673,92
2020-07-25;28.672,99
2020-07-26;28.672,06
2020-07-27;28.671,14
2020-07-28;28.670,21
2020-07-29;28.669,29
2020-07-30;28.668,36
2020-07-31;28.667,44
2020-08-01;28.666,51
2020-08-02;28.665,59
2020-08-03;28.664,66
2020-08-04;28.663,74
2020-08-05;28.662,81
2020-08-06;28.661,89
2020-08-07;28.660,96
2020-08-08;28.660,04
2020-08-09;28.659,11
2020-08-10;28.660,03
2020-08-11;28.660,96
2020-08-12;28.661,88
2020-08-13;28.662,81
2020-08-14;28.663,73
2020-08-15;28.664,65
2020-08-16;28.665,58
2020-08-17;28.666,50
2020-08-18;28.667,43
2020-08-19;28.668,35
2020-08-20;28.669,28
2020-08-21;28.670,20
2020-08-22;28.671,12
2020-08-23;28.672,05
2020-08-24;28.672,97
2020-08-25;28.673,90
2020-08-26;28.674,82
2020-08-27;28.675,75
2020-08-28;28.676,67
2020-08-29;28.677,60
2020-08-30;28.678,52
2020-08-31;28.679,45
2020-09-01;28.680,37
2020-09-02;28.681,30
2020-09-03;28.682,22
2020-09-04;28.683,14
2020-09-05;28.684,07
2020-09-06;28.684,99
2020-09-07;28.685,92
2020-09-08;28.686,84
2020-09-09;28.687,77
2020-09-10;28.688,73
2020-09-11;28.689,68
2020-09-12;28.690,64
2020-09-13;28.691,59
2020-09-14;28.692,55
2020-09-15;28.693,51
2020-09-16;28.694,46
2020-09-17;28.695,42
2020-09-18;28.696,37
2020-09-19;28.697,33
2020-09-20;28.698,29
2020-09-21;28.699,24
2020-09-22;28.700,20
2020-09-23;28.701,15
2020-09-24;28.702,11
2020-09-25;28.703,07
2020-09-26;28.704,02
2020-09-27;28.704,98
2020-09-28;28.705,94
2020-09-29;28.706,89
2020-09-30;28.707,85
2020-10-01;28.708,80
2020-10-02;28.709,76
2020-10-03;28.710,72
2020-10-04;28.711,67
2020-10-05;28.712,63
2020-10-06;28.713,59
2020-10-07;28.714,54
2020-10-08;28.715,50
2020-10-09;28.716,46
2020-10-10;28.722,00
2020-10-11;28.727,54
2020-10-12;28.733,09
2020-10-13;28.738,63
2020-10-14;28.744,18
2020-10-15;28.749,73
2020-10-16;28.755,28
2020-10-17;28.760,83
2020-10-18;28.766,38
2020-10-19;28.771,93
2020-10-20;28.777,48
2020-10-21;28.783,03
2020-10-22;28.788,59
2020-10-23;28.794,14
2020-10-24;28.799,70
2020-10-25;28.805,26
2020-10-26;28.810,82
2020-10-27;28.816,38
2020-10-28;28.821,94
2020-10-29;28.827,50
2020-10-30;28.833,07
2020-10-31;28.838,63
2020-11-01;28.844,20
2020-11-02;28.849,76
2020-11-03;28.855,33
2020-11-04;28.860,90
2020-11-05;28.866,47
2020-11-06;28.872,04
2020-11-07;28.877,61
2020-11-08;28.883,18
2020-11-09;28.888,76
2020-11-10;28.895,48
2020-11-11;28.902,20
2020-11-12;28.908,92
2020-11-13;28.915,64
2020-11-14;28.922,37
2020-11-15;28.929,09
2020-11-16;28.935,82
2020-11-17;28.942,55
2020-11-18;28.949,28
2020-11-19;28.956,01
2020-11-20;28.962,74
2020-11-21;28.969,48
2020-11-22;28.976,22
2020-11-23;28.982,95
2020-11-24;28.989,69
2020-11-25;28.996,44
2020-11-26;29.003,18
2020-11-27;29.009,92
2020-11-28;29.016,67
2020-11-29;29.023,42
2020-11-30;29.030,17
2020-12-01;29.036,92
2020-12-02;29.043,67
2020-12-03;29.050,42
2020-12-04;29.057,18
2020-12-05;29.063,94
2020-12-06;29.070,70
2020-12-07;29.077,46
2020-12-08;29.084,22
2020-12-09;29.090,98
2020-12-10;29.090,04
2020-12-11;29.089,10
2020-12-12;29.088,16
2020-12-13;29.087,22
2020-12-14;29.086,29
2020-12-15;29.085,35
2020-12-16;29.084,41
2020-12-17;29.083,47
2020-12-18;29.082,53
2020-12-19;29.081,59
2020-12-20;29.080,65
2020-12-21;29.079,72
2020-12-22;29.078,78
2020-12-23;29.077,84
2020-12-24;29.076,90
2020-12-25;29.075,96
2020-12-26;29.075,02
2020-12-27;29.074,08
2020-12-28;29.073,15
2020-12-29;29.072,21
2020-12-30;29.071,27
2020-12-31;29.070,33
2021-01-01;29.069,39
2021-01-02;29.068,46
2021-01-03;29.067,52
2021-01-04;29.066,58
2021-01-05;29.065,64
2021-01-06;29.064,70
2021-01-07;29.063,76
2021-01-08;29.062,83
2021-01-09;29.061,89
2021-01-10;29.064,70
2021-01-11;29.067,51
2021-01-12;29.070,32
2021-01-13;29.073,13
2021-01-14;29.075,93
2021-01-15;29.078,74
2021-01-16;29.081,55
2021-01-17;29.084,36
2021-01-18;29.087,18
2021-01-19;29.089,99
2021-01-20;29.092,80
2021-01-21;29.095,61
2021-01-22;29.098,42
2021-01-23;29.101,23
2021-01-24;29.104,04
2021-01-25;29.106,86
2021-01-26;29.109,67
2021-01-27;29.112,48
2021-01-28;29.115,30
2021-01-29;29.118,11
2021-01-30;29.120,92
2021-01-31;29.123,74
2021-02-01;29.126,55
2021-02-02;29.129,37
2021-02-03;29.132,18
2021-02-04;29.135,00
2021-02-05;29.137,81
2021-02-06;29.140,63
2021-02-07;29.143,44
2021-02-08;29.146,26
2021-02-09;29.149,08
2021-02-10;29.156,34
2021-02-11;29.163,61
2021-02-12;29.170,87
2021-02-13;29.178,14
2021-02-14;29.185,41
2021-02-15;29.192,68
2021-02-16;29.199,96
2021-02-17;29.207,23
2021-02-18;29.214,51
2021-02-19;29.221,79
2021-02-20;29.229,07
2021-02-21;29.236,35
2021-02-22;29.243,64
2021-02-23;29.250,92
2021-02-24;29.258,21
2021-02-25;29.265,50
2021-02-26;29.272,79
2021-02-27;29.280,09
2021-02-28;29.287,38
2021-03-01;29.294,68
2021-03-02;29.301,98
2021-03-03;29.309,28
2021-03-04;29.316,58
2021-03-05;29.323,89
2021-03-06;29.331,19
2021-03-07;29.338,50
2021-03-08;29.345,81
2021-03-09;29.353,12
2021-03-10;29.355,01
2021-03-11;29.356,90
2021-03-12;29.358,80
2021-03-13;29.360,69
2021-03-14;29.362,58
2021-03-15;29.364,47
2021-03-16;29.366,37
2021-03-17;29.368,26
2021-03-18;29.370,15
2021-03-19;29.372,04
2021-03-20;29.373,94
2021-03-21;29.375,83
2021-03-22;29.377,72
2021-03-23;29.379,62
2021-03-24;29.381,51
2021-03-25;29.383,41
2021-03-26;29.385,30
2021-03-27;29.387,19
2021-03-28;29.389,09
2021-03-29;29.390,98
2021-03-30;29.392,88
2021-03-31;29.394,77
2021-04-01;29.396,67
2021-04-02;29.398,56
2021-04-03;29.400,45
2021-04-04;29.402,35
2021-04-05;29.404,24
2021-04-06;29.406,14
2021-04-07;29.408,04
2021-04-08;29.409,93
2021-04-09;29.411,83
2021-04-10;29.415,74
2021-04-11;29.419,66
2021-04-12;29.423,57
2021-04-13;29.427,49
2021-04-14;29.431,41
2021-04-15;29.435,32
2021-04-16;29.439,24
2021-04-17;29.443,16
2021-04-18;29.447,07
2021-04-19;29.450,99
2021-04-20;29.454,91
2021-04-21;29.458,83
2021-04-22;29.462,75
2021-04-23;29.466,67
2021-04-24;29.470,59
2021-04-25;29.474,52
2021-04-26;29.478,44
2021-04-27;29.482,36
2021-04-28;29.486,29
2021-04-29;29.490,21
2021-04-30;29.494,13
2021-05-01;29.498,06
2021-05-02;29.501,98
2021-05-03;29.505,91
2021-05-04;29.509,84
2021-05-05;29.513,76
2021-05-06;29.517,69
2021-05-07;29.521,62
2021-05-08;29.525,55
2021-05-09;29.529,48
2021-05-10;29.533,28
2021-05-11;29.537,09
2021-05-12;29.540,89
2021-05-13;29.544,69
2021-05-14;29.548,50
2021-05-15;29.552,30
2021-05-16;29.556,11
2021-05-17;29.559,92
2021-05-18;29.563,72
2021-05-19;29.567,53
2021-05-20;29.571,34
2021-05-21;29.575,15
2021-05-22;29.578,96
2021-05-23;29.582,77
2021-05-24;29.586,57
2021-05-25;29.590,39
2021-05-26;29.594,20
2021-05-27;29.598,01
2021-05-28;29.601,82
2021-05-29;29.605,63
2021-05-30;29.609,44
2021-05-31;29.613,26
2021-06-01;29.617,07
2021-06-02;29.620,88
2021-06-03;29.624,70
2021-06-04;29.628,51
2021-06-05;29.632,33
2021-06-06;29.636,15
2021-06-07;29.639,96
2021-06-08;29.643,78
2021-06-09;29.647,60
2021-06-10;29.650,56
2021-06-11;29.653,52
2021-06-12;29.656,48
2021-06-13;29.659,44
2021-06-14;29.662,41
2021-06-15;29.665,37
2021-06-16;29.668,33
2021-06-17;29.671,29
2021-06-18;29.674,25
2021-06-19;29.677,22
2021-06-20;29.680,18
2021-06-21;29.683,15
2021-06-22;29.686,11
2021-06-23;29.689,07
2021-06-24;29.692,04
2021-06-25;29.695,00
2021-06-26;29.697,97
2021-06-27;29.700,93
2021-06-28;29.703,90
2021-06-29;29.706,87
2021-06-30;29.709,83
2021-07-01;29.712,80
2021-07-02;29.715,77
2021-07-03;29.718,73
2021-07-04;29.721,70
2021-07-05;29.724,67
2021-07-06;29.727,64
2021-07-07;29.730,60
2021-07-08;29.733,57
2021-07-09;29.736,54
2021-07-10;29.737,50
2021-07-11;29.738,46
2021-07-12;29.739,42
2021-07-13;29.740,38
2021-07-14;29.741,33
2021-07-15;29.742,29
2021-07-16;29.743,25
2021-07-17;29.744,21
2021-07-18;29.745,17
2021-07-19;29.746,13
2021-07-20;29.747,09
2021-07-21;29.748,05
2021-07-22;29.749,01
2021-07-23;29.749,97
2021-07-24;29.750,92
2021-07-25;29.751,88
2021-07-26;29.752,84
2021-07-27;29.753,80
2021-07-28;29.754,76
2021-07-29;29.755,72
2021-07-30;29.756,68
2021-07-31;29.757,64
2021-08-01;29.758,60
2021-08-02;29.759,56
2021-08-03;29.760,52
2021-08-04;29.761,48
2021-08-05;29.762,44
2021-08-06;29.763,40
2021-08-07;29.764,36
2021-08-08;29.765,32
2021-08-09;29.766,28
2021-08-10;29.773,93
2021-08-11;29.781,59
2021-08-12;29.789,24
2021-08-13;29.796,90
2021-08-14;29.804,56
2021-08-15;29.812,22
2021-08-16;29.819,89
2021-08-17;29.827,55
2021-08-18;29.835,22
2021-08-19;29.842,89
2021-08-20;29.850,56
2021-08-21;29.858,23
2021-08-22;29.865,91
2021-08-23;29.873,59
2021-08-24;29.881,27
2021-08-25;29.888,95
2021-08-26;29.896,63
2021-08-27;29.904,32
2021-08-28;29.912,01
2021-08-29;29.919,70
2021-08-30;29.927,39
2021-08-31;29.935,08
2021-09-01;29.942,78
2021-09-02;29.950,47
2021-09-03;29.958,17
2021-09-04;29.965,87
2021-09-05;29.973,58
2021-09-06;29.981,28
2021-09-07;29.988,99
2021-09-08;29.996,70
2021-09-09;30.004,41
2021-09-10;30.008,40
2021-09-11;30.012,40
2021-09-12;30.016,39
2021-09-13;30.020,38
2021-09-14;30.024,38
2021-09-15;30.028,38
2021-09-16;30.032,37
2021-09-17;30.036,37
2021-09-18;30.040,36
2021-09-19;30.044,36
2021-09-20;30.048,36
2021-09-21;30.052,36
2021-09-22;30.056,36
2021-09-23;30.060,36
2021-09-24;30.064,36
2021-09-25;30.068,36
2021-09-26;30.072,36
2021-09-27;30.076,36
2021-09-28;30.080,37
2021-09-29;30.084,37
2021-09-30;30.088,37
2021-10-01;30.092,38
2021-10-02;30.096,38
2021-10-03;30.100,39
2021-10-04;30.104,39
2021-10-05;30.108,40
2021-10-06;30.112,40
2021-10-07;30.116,41
2021-10-08;30.120,42
2021-10-09;30.124,43
2021-10-10;30.136,02
2021-10-11;30.147,62
2021-10-12;30.159,23
2021-10-13;30.170,83
2021-10-14;30.182,44
2021-10-15;30.194,06
2021-10-16;30.205,68
2021-10-17;30.217,31
2021-10-18;30.228,94
2021-10-19;30.240,57
2021-10-20;30.252,21
2021-10-21;30.263,85
2021-10-22;30.275,50
2021-10-23;30.287,15
2021-10-24;30.298,81
2021-10-25;30.310,47
2021-10-26;30.322,13
2021-10-27;30.333,80
2021-10-28;30.345,48
2021-10-29;30.357,16
2021-10-30;30.368,84
2021-10-31;30.380,53
2021-11-01;30.392,22
